Unnamed: 0,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
3434,REPRB,ID,2017,173010.0,Idaho,18.70279023707612,88.0,988061.0
3435,SOTCB,ID,2017,4405.0,Idaho,18.70279023707612,88.0,988061.0
3436,TEPRB,ID,2017,177723.0,Idaho,18.70279023707612,88.0,988061.0
3437,TETCB,ID,2017,557104.0,Idaho,18.70279023707612,88.0,988061.0
3438,WDEXB,ID,2017,0.0,Idaho,18.70279023707612,88.0,988061.0
3439,WDPRB,ID,2017,33266.0,Idaho,18.70279023707612,88.0,988061.0
3440,WDTCB,ID,2017,33266.0,Idaho,18.70279023707612,88.0,988061.0
3441,WSTCB,ID,2017,1941.0,Idaho,18.70279023707612,88.0,988061.0
3442,WWPRB,ID,2017,35206.0,Idaho,18.70279023707612,88.0,988061.0
3443,WYTCB,ID,2017,23444.0,Idaho,18.70279023707612,88.0,988061.0
3444,BDFDB,IL,2017,17714.0,Illinois,205.9749865400061,32.0,1262924.0
3445,BDPRP,IL,2017,3260.0,Illinois,205.9749865400061,32.0,1262924.0
3446,BFFDB,IL,2017,243223.0,Illinois,205.9749865400061,32.0,1262924.0
3447,BFPRP,IL,2017,42808.0,Illinois,205.9749865400061,32.0,1262924.0
3448,CLPRB,IL,2017,1079624.0,Illinois,205.9749865400061,32.0,1262924.0
3449,CLPRK,IL,2017,22.351,Illinois,205.9749865400061,32.0,1262924.0
3450,CLPRP,IL,2017,48303.0,Illinois,205.9749865400061,32.0,1262924.0
3451,COPRK,IL,2017,5.723,Illinois,205.9749865400061,32.0,1262924.0
3452,EMFDB,IL,2017,225509.0,Illinois,205.9749865400061,32.0,1262924.0
3453,ENPRP,IL,2017,39548.0,Illinois,205.9749865400061,32.0,1262924.0
3454,GETCB,IL,2017,2042.0,Illinois,205.9749865400061,32.0,1262924.0
3455,HYTCB,IL,2017,1153.0,Illinois,205.9749865400061,32.0,1262924.0
3456,NCPRB,IL,2017,118502.0,Illinois,205.9749865400061,32.0,1262924.0
3457,NGMPB,IL,2017,2260.0,Illinois,205.9749865400061,32.0,1262924.0
3458,NGMPK,IL,2017,1.06,Illinois,205.9749865400061,32.0,1262924.0
3459,NGMPP,IL,2017,2131.0,Illinois,205.9749865400061,32.0,1262924.0
3460,NUETB,IL,2017,1016522.0,Illinois,205.9749865400061,32.0,1262924.0
3461,PAPRB,IL,2017,47581.0,Illinois,205.9749865400061,32.0,1262924.0
3462,PAPRP,IL,2017,8314.0,Illinois,205.9749865400061,32.0,1262924.0
3463,REPRB,IL,2017,378606.0,Illinois,205.9749865400061,32.0,1262924.0
3464,SOTCB,IL,2017,2285.0,Illinois,205.9749865400061,32.0,1262924.0
3465,TEPRB,IL,2017,2524593.0,Illinois,205.9749865400061,32.0,1262924.0
3466,TETCB,IL,2017,3890442.0,Illinois,205.9749865400061,32.0,1262924.0
3467,WDEXB,IL,2017,0.0,Illinois,205.9749865400061,32.0,1262924.0
3468,WDPRB,IL,2017,7430.0,Illinois,205.9749865400061,32.0,1262924.0
3469,WDTCB,IL,2017,7430.0,Illinois,205.9749865400061,32.0,1262924.0
3470,WSTCB,IL,2017,9450.0,Illinois,205.9749865400061,32.0,1262924.0
3471,WWPRB,IL,2017,16880.0,Illinois,205.9749865400061,32.0,1262924.0
3472,WYTCB,IL,2017,113023.0,Illinois,205.9749865400061,32.0,1262924.0
3473,BDFDB,IN,2017,12711.0,Indiana,175.8904931432941,46.0,4052088.0
3474,BDPRP,IN,2017,2340.0,Indiana,175.8904931432941,46.0,4052088.0
3475,BFFDB,IN,2017,169356.0,Indiana,175.8904931432941,46.0,4052088.0
3476,BFPRP,IN,2017,29811.0,Indiana,175.8904931432941,46.0,4052088.0
3477,CLPRB,IN,2017,713397.0,Indiana,175.8904931432941,46.0,4052088.0
3478,CLPRK,IN,2017,22.668,Indiana,175.8904931432941,46.0,4052088.0
3479,CLPRP,IN,2017,31472.0,Indiana,175.8904931432941,46.0,4052088.0
3480,COPRK,IN,2017,5.723,Indiana,175.8904931432941,46.0,4052088.0
3481,EMFDB,IN,2017,156644.0,Indiana,175.8904931432941,46.0,4052088.0
3482,ENPRP,IN,2017,27471.0,Indiana,175.8904931432941,46.0,4052088.0
3483,GETCB,IN,2017,4647.0,Indiana,175.8904931432941,46.0,4052088.0
3484,HYTCB,IN,2017,2820.0,Indiana,175.8904931432941,46.0,4052088.0
3485,NCPRB,IN,2017,57387.0,Indiana,175.8904931432941,46.0,4052088.0
3486,NGMPB,IN,2017,6168.0,Indiana,175.8904931432941,46.0,4052088.0
3487,NGMPK,IN,2017,1.043,Indiana,175.8904931432941,46.0,4052088.0
3488,NGMPP,IN,2017,5914.0,Indiana,175.8904931432941,46.0,4052088.0
3489,NUETB,IN,2017,0.0,Indiana,175.8904931432941,46.0,4052088.0
3490,PAPRB,IN,2017,10181.0,Indiana,175.8904931432941,46.0,4052088.0
3491,PAPRP,IN,2017,1779.0,Indiana,175.8904931432941,46.0,4052088.0
3492,REPRB,IN,2017,260439.0,Indiana,175.8904931432941,46.0,4052088.0
3493,SOTCB,IN,2017,3032.0,Indiana,175.8904931432941,46.0,4052088.0
3494,TEPRB,IN,2017,990185.0,Indiana,175.8904931432941,46.0,4052088.0
3495,TETCB,IN,2017,2674436.0,Indiana,175.8904931432941,46.0,4052088.0
3496,WDEXB,IN,2017,0.0,Indiana,175.8904931432941,46.0,4052088.0
3497,WDPRB,IN,2017,17548.0,Indiana,175.8904931432941,46.0,4052088.0
3498,WDTCB,IN,2017,17548.0,Indiana,175.8904931432941,46.0,4052088.0
3499,WSTCB,IN,2017,16148.0,Indiana,175.8904931432941,46.0,4052088.0
3500,WWPRB,IN,2017,33696.0,Indiana,175.8904931432941,46.0,4052088.0
3501,WYTCB,IN,2017,46889.0,Indiana,175.8904931432941,46.0,4052088.0
3502,BDFDB,KS,2017,147.0,Kansas,59.03202784155859,110.0,1454281.0
3503,BDPRP,KS,2017,27.0,Kansas,59.03202784155859,110.0,1454281.0
3504,BFFDB,KS,2017,69485.0,Kansas,59.03202784155859,110.0,1454281.0
3505,BFPRP,KS,2017,12187.0,Kansas,59.03202784155859,110.0,1454281.0
3506,CLPRB,KS,2017,0.0,Kansas,59.03202784155859,110.0,1454281.0
3507,CLPRK,KS,2017,0.0,Kansas,59.03202784155859,110.0,1454281.0
3508,CLPRP,KS,2017,0.0,Kansas,59.03202784155859,110.0,1454281.0
3509,COPRK,KS,2017,5.723,Kansas,59.03202784155859,110.0,1454281.0
3510,EMFDB,KS,2017,69338.0,Kansas,59.03202784155859,110.0,1454281.0
3511,ENPRP,KS,2017,12160.0,Kansas,59.03202784155859,110.0,1454281.0
3512,GETCB,KS,2017,974.0,Kansas,59.03202784155859,110.0,1454281.0
3513,HYTCB,KS,2017,269.0,Kansas,59.03202784155859,110.0,1454281.0
3514,NCPRB,KS,2017,172818.0,Kansas,59.03202784155859,110.0,1454281.0
3515,NGMPB,KS,2017,257200.0,Kansas,59.03202784155859,110.0,1454281.0
3516,NGMPK,KS,2017,1.171,Kansas,59.03202784155859,110.0,1454281.0
3517,NGMPP,KS,2017,219639.0,Kansas,59.03202784155859,110.0,1454281.0
3518,NUETB,KS,2017,111367.0,Kansas,59.03202784155859,110.0,1454281.0
3519,PAPRB,KS,2017,205026.0,Kansas,59.03202784155859,110.0,1454281.0
3520,PAPRP,KS,2017,35825.0,Kansas,59.03202784155859,110.0,1454281.0
3521,REPRB,KS,2017,248533.0,Kansas,59.03202784155859,110.0,1454281.0
3522,SOTCB,KS,2017,231.0,Kansas,59.03202784155859,110.0,1454281.0
3523,TEPRB,KS,2017,822127.0,Kansas,59.03202784155859,110.0,1454281.0
3524,TETCB,KS,2017,1075697.0,Kansas,59.03202784155859,110.0,1454281.0
3525,WDEXB,KS,2017,0.0,Kansas,59.03202784155859,110.0,1454281.0
3526,WDPRB,KS,2017,3566.0,Kansas,59.03202784155859,110.0,1454281.0
3527,WDTCB,KS,2017,3566.0,Kansas,59.03202784155859,110.0,1454281.0
3528,WSTCB,KS,2017,2664.0,Kansas,59.03202784155859,110.0,1454281.0
3529,WWPRB,KS,2017,6230.0,Kansas,59.03202784155859,110.0,1454281.0
3530,WYTCB,KS,2017,171344.0,Kansas,59.03202784155859,110.0,1454281.0
3531,BDFDB,KY,2017,5989.0,Kentucky,116.7819997480408,99.0,1948714.0
3532,BDPRP,KY,2017,1102.0,Kentucky,116.7819997480408,99.0,1948714.0
3533,BFFDB,KY,2017,10054.0,Kentucky,116.7819997480408,99.0,1948714.0
3534,BFPRP,KY,2017,1815.0,Kentucky,116.7819997480408,99.0,1948714.0
3535,CLPRB,KY,2017,1015108.0,Kentucky,116.7819997480408,99.0,1948714.0
3536,CLPRK,KY,2017,24.281,Kentucky,116.7819997480408,99.0,1948714.0
3537,CLPRP,KY,2017,41807.0,Kentucky,116.7819997480408,99.0,1948714.0
3538,COPRK,KY,2017,5.723,Kentucky,116.7819997480408,99.0,1948714.0
3539,EMFDB,KY,2017,4065.0,Kentucky,116.7819997480408,99.0,1948714.0
3540,ENPRP,KY,2017,713.0,Kentucky,116.7819997480408,99.0,1948714.0
3541,GETCB,KY,2017,2712.0,Kentucky,116.7819997480408,99.0,1948714.0
3542,HYTCB,KY,2017,41514.0,Kentucky,116.7819997480408,99.0,1948714.0
3543,NCPRB,KY,2017,44707.0,Kentucky,116.7819997480408,99.0,1948714.0
3544,NGMPB,KY,2017,101295.0,Kentucky,116.7819997480408,99.0,1948714.0
3545,NGMPK,KY,2017,1.142,Kentucky,116.7819997480408,99.0,1948714.0
3546,NGMPP,KY,2017,88715.0,Kentucky,116.7819997480408,99.0,1948714.0
3547,NUETB,KY,2017,0.0,Kentucky,116.7819997480408,99.0,1948714.0
3548,PAPRB,KY,2017,14176.0,Kentucky,116.7819997480408,99.0,1948714.0
3549,PAPRP,KY,2017,2477.0,Kentucky,116.7819997480408,99.0,1948714.0
3550,REPRB,KY,2017,89649.0,Kentucky,116.7819997480408,99.0,1948714.0
3551,SOTCB,KY,2017,481.0,Kentucky,116.7819997480408,99.0,1948714.0
3552,TEPRB,KY,2017,1220228.0,Kentucky,116.7819997480408,99.0,1948714.0
3553,TETCB,KY,2017,1662333.0,Kentucky,116.7819997480408,99.0,1948714.0
3554,WDEXB,KY,2017,0.0,Kentucky,116.7819997480408,99.0,1948714.0
3555,WDPRB,KY,2017,33288.0,Kentucky,116.7819997480408,99.0,1948714.0
3556,WDTCB,KY,2017,33288.0,Kentucky,116.7819997480408,99.0,1948714.0
3557,WSTCB,KY,2017,1600.0,Kentucky,116.7819997480408,99.0,1948714.0
3558,WWPRB,KY,2017,34889.0,Kentucky,116.7819997480408,99.0,1948714.0
3559,WYTCB,KY,2017,0.0,Kentucky,116.7819997480408,99.0,1948714.0
3560,BDFDB,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3561,BDPRP,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3562,BFFDB,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3563,BFPRP,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3564,CLPRB,LA,2017,27892.0,Louisiana,193.3738210820886,71.0,1216601.0
3565,CLPRK,LA,2017,13.419,Louisiana,193.3738210820886,71.0,1216601.0
3566,CLPRP,LA,2017,2079.0,Louisiana,193.3738210820886,71.0,1216601.0
3567,COPRK,LA,2017,5.723,Louisiana,193.3738210820886,71.0,1216601.0
3568,EMFDB,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3569,ENPRP,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3570,GETCB,LA,2017,1842.0,Louisiana,193.3738210820886,71.0,1216601.0
3571,HYTCB,LA,2017,8349.0,Louisiana,193.3738210820886,71.0,1216601.0
3572,NCPRB,LA,2017,12149.0,Louisiana,193.3738210820886,71.0,1216601.0
3573,NGMPB,LA,2017,2238355.0,Louisiana,193.3738210820886,71.0,1216601.0
3574,NGMPK,LA,2017,1.046,Louisiana,193.3738210820886,71.0,1216601.0
3575,NGMPP,LA,2017,2139829.0,Louisiana,193.3738210820886,71.0,1216601.0
3576,NUETB,LA,2017,161171.0,Louisiana,193.3738210820886,71.0,1216601.0
3577,PAPRB,LA,2017,295015.0,Louisiana,193.3738210820886,71.0,1216601.0
3578,PAPRP,LA,2017,51549.0,Louisiana,193.3738210820886,71.0,1216601.0
3579,REPRB,LA,2017,142086.0,Louisiana,193.3738210820886,71.0,1216601.0
3580,SOTCB,LA,2017,1958.0,Louisiana,193.3738210820886,71.0,1216601.0
3581,TEPRB,LA,2017,2864519.0,Louisiana,193.3738210820886,71.0,1216601.0
3582,TETCB,LA,2017,4208312.0,Louisiana,193.3738210820886,71.0,1216601.0
3583,WDEXB,LA,2017,5951.0,Louisiana,193.3738210820886,71.0,1216601.0
3584,WDPRB,LA,2017,116924.0,Louisiana,193.3738210820886,71.0,1216601.0
3585,WDTCB,LA,2017,110973.0,Louisiana,193.3738210820886,71.0,1216601.0
3586,WSTCB,LA,2017,13013.0,Louisiana,193.3738210820886,71.0,1216601.0
3587,WWPRB,LA,2017,129937.0,Louisiana,193.3738210820886,71.0,1216601.0
3588,WYTCB,LA,2017,0.0,Louisiana,193.3738210820886,71.0,1216601.0
3589,BDFDB,MA,2017,110.0,Massachusetts,64.71316897135046,44.0,5852232.0
3590,BDPRP,MA,2017,20.0,Massachusetts,64.71316897135046,44.0,5852232.0
3591,BFFDB,MA,2017,110.0,Massachusetts,64.71316897135046,44.0,5852232.0
3592,BFPRP,MA,2017,20.0,Massachusetts,64.71316897135046,44.0,5852232.0
3593,CLPRB,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3594,CLPRK,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3595,CLPRP,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3596,COPRK,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3597,EMFDB,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3598,ENPRP,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3599,GETCB,MA,2017,859.0,Massachusetts,64.71316897135046,44.0,5852232.0
3600,HYTCB,MA,2017,9558.0,Massachusetts,64.71316897135046,44.0,5852232.0
3601,NCPRB,MA,2017,34093.0,Massachusetts,64.71316897135046,44.0,5852232.0
3602,NGMPB,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3603,NGMPK,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3604,NGMPP,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3605,NUETB,MA,2017,52788.0,Massachusetts,64.71316897135046,44.0,5852232.0
3606,PAPRB,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3607,PAPRP,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3608,REPRB,MA,2017,68467.0,Massachusetts,64.71316897135046,44.0,5852232.0
3609,SOTCB,MA,2017,21532.0,Massachusetts,64.71316897135046,44.0,5852232.0
3610,TEPRB,MA,2017,121256.0,Massachusetts,64.71316897135046,44.0,5852232.0
3611,TETCB,MA,2017,1431083.0,Massachusetts,64.71316897135046,44.0,5852232.0
3612,WDEXB,MA,2017,0.0,Massachusetts,64.71316897135046,44.0,5852232.0
3613,WDPRB,MA,2017,14920.0,Massachusetts,64.71316897135046,44.0,5852232.0
3614,WDTCB,MA,2017,14920.0,Massachusetts,64.71316897135046,44.0,5852232.0
3615,WSTCB,MA,2017,19345.0,Massachusetts,64.71316897135046,44.0,5852232.0
3616,WWPRB,MA,2017,34264.0,Massachusetts,64.71316897135046,44.0,5852232.0
3617,WYTCB,MA,2017,2143.0,Massachusetts,64.71316897135046,44.0,5852232.0
3618,BDFDB,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3619,BDPRP,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3620,BFFDB,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3621,BFPRP,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3622,CLPRB,MD,2017,42804.0,Maryland,55.04027299949644,48.0,6343700.0
3623,CLPRK,MD,2017,23.67,Maryland,55.04027299949644,48.0,6343700.0
3624,CLPRP,MD,2017,1808.0,Maryland,55.04027299949644,48.0,6343700.0
3625,COPRK,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3626,EMFDB,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3627,ENPRP,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3628,GETCB,MD,2017,570.0,Maryland,55.04027299949644,48.0,6343700.0
3629,HYTCB,MD,2017,18108.0,Maryland,55.04027299949644,48.0,6343700.0
3630,NCPRB,MD,2017,33197.0,Maryland,55.04027299949644,48.0,6343700.0
3631,NGMPB,MD,2017,34.0,Maryland,55.04027299949644,48.0,6343700.0
3632,NGMPK,MD,2017,1.047,Maryland,55.04027299949644,48.0,6343700.0
3633,NGMPP,MD,2017,32.0,Maryland,55.04027299949644,48.0,6343700.0
3634,NUETB,MD,2017,158004.0,Maryland,55.04027299949644,48.0,6343700.0
3635,PAPRB,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3636,PAPRP,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3637,REPRB,MD,2017,55339.0,Maryland,55.04027299949644,48.0,6343700.0
3638,SOTCB,MD,2017,9348.0,Maryland,55.04027299949644,48.0,6343700.0
3639,TEPRB,MD,2017,256180.0,Maryland,55.04027299949644,48.0,6343700.0
3640,TETCB,MD,2017,1346703.0,Maryland,55.04027299949644,48.0,6343700.0
3641,WDEXB,MD,2017,0.0,Maryland,55.04027299949644,48.0,6343700.0
3642,WDPRB,MD,2017,12954.0,Maryland,55.04027299949644,48.0,6343700.0
3643,WDTCB,MD,2017,12954.0,Maryland,55.04027299949644,48.0,6343700.0
3644,WSTCB,MD,2017,9188.0,Maryland,55.04027299949644,48.0,6343700.0
3645,WWPRB,MD,2017,22142.0,Maryland,55.04027299949644,48.0,6343700.0
3646,WYTCB,MD,2017,5172.0,Maryland,55.04027299949644,48.0,6343700.0
3647,BDFDB,ME,2017,55.0,Maine,15.37643853857895,42.0,2223059.0
3648,BDPRP,ME,2017,10.0,Maine,15.37643853857895,42.0,2223059.0
3649,BFFDB,ME,2017,55.0,Maine,15.37643853857895,42.0,2223059.0
3650,BFPRP,ME,2017,10.0,Maine,15.37643853857895,42.0,2223059.0
3651,CLPRB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3652,CLPRK,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3653,CLPRP,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3654,COPRK,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3655,EMFDB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3656,ENPRP,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3657,GETCB,ME,2017,72.0,Maine,15.37643853857895,42.0,2223059.0
3658,HYTCB,ME,2017,31221.0,Maine,15.37643853857895,42.0,2223059.0
3659,NCPRB,ME,2017,53363.0,Maine,15.37643853857895,42.0,2223059.0
3660,NGMPB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3661,NGMPK,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3662,NGMPP,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3663,NUETB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3664,PAPRB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3665,PAPRP,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3666,REPRB,ME,2017,148038.0,Maine,15.37643853857895,42.0,2223059.0
3667,SOTCB,ME,2017,577.0,Maine,15.37643853857895,42.0,2223059.0
3668,TEPRB,ME,2017,148038.0,Maine,15.37643853857895,42.0,2223059.0
3669,TETCB,ME,2017,384730.0,Maine,15.37643853857895,42.0,2223059.0
3670,WDEXB,ME,2017,0.0,Maine,15.37643853857895,42.0,2223059.0
3671,WDPRB,ME,2017,91105.0,Maine,15.37643853857895,42.0,2223059.0
3672,WDTCB,ME,2017,91105.0,Maine,15.37643853857895,42.0,2223059.0
3673,WSTCB,ME,2017,3515.0,Maine,15.37643853857895,42.0,2223059.0
3674,WWPRB,ME,2017,94619.0,Maine,15.37643853857895,42.0,2223059.0
3675,WYTCB,ME,2017,21493.0,Maine,15.37643853857895,42.0,2223059.0
3676,BDFDB,MI,2017,1269.0,Michigan,155.6806781880932,37.0,1287282.0
3677,BDPRP,MI,2017,234.0,Michigan,155.6806781880932,37.0,1287282.0
3678,BFFDB,MI,2017,47787.0,Michigan,155.6806781880932,37.0,1287282.0
3679,BFPRP,MI,2017,8392.0,Michigan,155.6806781880932,37.0,1287282.0
3680,CLPRB,MI,2017,0.0,Michigan,155.6806781880932,37.0,1287282.0
3681,CLPRK,MI,2017,0.0,Michigan,155.6806781880932,37.0,1287282.0
3682,CLPRP,MI,2017,0.0,Michigan,155.6806781880932,37.0,1287282.0
3683,COPRK,MI,2017,5.723,Michigan,155.6806781880932,37.0,1287282.0
3684,EMFDB,MI,2017,46518.0,Michigan,155.6806781880932,37.0,1287282.0
3685,ENPRP,MI,2017,8158.0,Michigan,155.6806781880932,37.0,1287282.0
3686,GETCB,MI,2017,5193.0,Michigan,155.6806781880932,37.0,1287282.0
3687,HYTCB,MI,2017,15468.0,Michigan,155.6806781880932,37.0,1287282.0
3688,NCPRB,MI,2017,70181.0,Michigan,155.6806781880932,37.0,1287282.0
3689,NGMPB,MI,2017,102619.0,Michigan,155.6806781880932,37.0,1287282.0
3690,NGMPK,MI,2017,1.064,Michigan,155.6806781880932,37.0,1287282.0
3691,NGMPP,MI,2017,96451.0,Michigan,155.6806781880932,37.0,1287282.0
3692,NUETB,MI,2017,338675.0,Michigan,155.6806781880932,37.0,1287282.0
3693,PAPRB,MI,2017,31597.0,Michigan,155.6806781880932,37.0,1287282.0
3694,PAPRP,MI,2017,5521.0,Michigan,155.6806781880932,37.0,1287282.0
3695,REPRB,MI,2017,225919.0,Michigan,155.6806781880932,37.0,1287282.0
3696,SOTCB,MI,2017,1692.0,Michigan,155.6806781880932,37.0,1287282.0
3697,TEPRB,MI,2017,698809.0,Michigan,155.6806781880932,37.0,1287282.0
3698,TETCB,MI,2017,2798055.0,Michigan,155.6806781880932,37.0,1287282.0
3699,WDEXB,MI,2017,0.0,Michigan,155.6806781880932,37.0,1287282.0
3700,WDPRB,MI,2017,85599.0,Michigan,155.6806781880932,37.0,1287282.0
3701,WDTCB,MI,2017,85599.0,Michigan,155.6806781880932,37.0,1287282.0
3702,WSTCB,MI,2017,22352.0,Michigan,155.6806781880932,37.0,1287282.0
3703,WWPRB,MI,2017,107951.0,Michigan,155.6806781880932,37.0,1287282.0
3704,WYTCB,MI,2017,47827.0,Michigan,155.6806781880932,37.0,1287282.0
3705,BDFDB,MN,2017,8987.0,Minnesota,91.27720043692801,74.0,2726558.0
3706,BDPRP,MN,2017,1654.0,Minnesota,91.27720043692801,74.0,2726558.0
3707,BFFDB,MN,2017,171550.0,Minnesota,91.27720043692801,74.0,2726558.0
3708,BFPRP,MN,2017,30163.0,Minnesota,91.27720043692801,74.0,2726558.0
3709,CLPRB,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3710,CLPRK,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3711,CLPRP,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3712,COPRK,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3713,EMFDB,MN,2017,162563.0,Minnesota,91.27720043692801,74.0,2726558.0
3714,ENPRP,MN,2017,28509.0,Minnesota,91.27720043692801,74.0,2726558.0
3715,GETCB,MN,2017,1075.0,Minnesota,91.27720043692801,74.0,2726558.0
3716,HYTCB,MN,2017,11587.0,Minnesota,91.27720043692801,74.0,2726558.0
3717,NCPRB,MN,2017,121517.0,Minnesota,91.27720043692801,74.0,2726558.0
3718,NGMPB,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3719,NGMPK,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3720,NGMPP,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3721,NUETB,MN,2017,145426.0,Minnesota,91.27720043692801,74.0,2726558.0
3722,PAPRB,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3723,PAPRP,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3724,REPRB,MN,2017,363504.0,Minnesota,91.27720043692801,74.0,2726558.0
3725,SOTCB,MN,2017,6247.0,Minnesota,91.27720043692801,74.0,2726558.0
3726,TEPRB,MN,2017,508930.0,Minnesota,91.27720043692801,74.0,2726558.0
3727,TETCB,MN,2017,1862210.0,Minnesota,91.27720043692801,74.0,2726558.0
3728,WDEXB,MN,2017,0.0,Minnesota,91.27720043692801,74.0,2726558.0
3729,WDPRB,MN,2017,56284.0,Minnesota,91.27720043692801,74.0,2726558.0
3730,WDTCB,MN,2017,56284.0,Minnesota,91.27720043692801,74.0,2726558.0
3731,WSTCB,MN,2017,14153.0,Minnesota,91.27720043692801,74.0,2726558.0
3732,WWPRB,MN,2017,70437.0,Minnesota,91.27720043692801,74.0,2726558.0
3733,WYTCB,MN,2017,102608.0,Minnesota,91.27720043692801,74.0,2726558.0
3734,BDFDB,MO,2017,22091.0,Missouri,124.505227516295,316.0,4957942.0
3735,BDPRP,MO,2017,4066.0,Missouri,124.505227516295,316.0,4957942.0
3736,BFFDB,MO,2017,61025.0,Missouri,124.505227516295,316.0,4957942.0
3737,BFPRP,MO,2017,10894.0,Missouri,124.505227516295,316.0,4957942.0
3738,CLPRB,MO,2017,5321.0,Missouri,124.505227516295,316.0,4957942.0
3739,CLPRK,MO,2017,21.776,Missouri,124.505227516295,316.0,4957942.0
3740,CLPRP,MO,2017,244.0,Missouri,124.505227516295,316.0,4957942.0
3741,COPRK,MO,2017,5.723,Missouri,124.505227516295,316.0,4957942.0
3742,EMFDB,MO,2017,38934.0,Missouri,124.505227516295,316.0,4957942.0
3743,ENPRP,MO,2017,6828.0,Missouri,124.505227516295,316.0,4957942.0
3744,GETCB,MO,2017,352.0,Missouri,124.505227516295,316.0,4957942.0
3745,HYTCB,MO,2017,10886.0,Missouri,124.505227516295,316.0,4957942.0
3746,NCPRB,MO,2017,32395.0,Missouri,124.505227516295,316.0,4957942.0
3747,NGMPB,MO,2017,1.0,Missouri,124.505227516295,316.0,4957942.0
3748,NGMPK,MO,2017,1.01,Missouri,124.505227516295,316.0,4957942.0
3749,NGMPP,MO,2017,1.0,Missouri,124.505227516295,316.0,4957942.0
3750,NUETB,MO,2017,86853.0,Missouri,124.505227516295,316.0,4957942.0
3751,PAPRB,MO,2017,664.0,Missouri,124.505227516295,316.0,4957942.0
3752,PAPRP,MO,2017,116.0,Missouri,124.505227516295,316.0,4957942.0
3753,REPRB,MO,2017,116838.0,Missouri,124.505227516295,316.0,4957942.0
3754,SOTCB,MO,2017,2433.0,Missouri,124.505227516295,316.0,4957942.0
3755,TEPRB,MO,2017,209676.0,Missouri,124.505227516295,316.0,4957942.0
3756,TETCB,MO,2017,1742207.0,Missouri,124.505227516295,316.0,4957942.0
3757,WDEXB,MO,2017,0.0,Missouri,124.505227516295,316.0,4957942.0
3758,WDPRB,MO,2017,19183.0,Missouri,124.505227516295,316.0,4957942.0
